Season,Episode Name,Episode Number,Speaker,Text
1,D.W. Thinks Big (episode)/Transcript,49,All:,)
1,D.W. Thinks Big (episode)/Transcript,49,Cora:,Hmph!
1,D.W. Thinks Big (episode)/Transcript,49,Arthur:,"D.W., you carry the ring! You found it, you deserve it!"
1,D.W. Thinks Big (episode)/Transcript,49,Cousin Cora:,But... she....
1,D.W. Thinks Big (episode)/Transcript,49,Aunt Lucy:,Cora.....
1,D.W. Thinks Big (episode)/Transcript,49,Cousin Cora:,"Oh, alright!"
1,D.W. Thinks Big (episode)/Transcript,49,Priest:,I now pronounce you husband and wife. You may kiss the bride.
1,D.W. Thinks Big (episode)/Transcript,49,Aunt Lucy:,"Thank you D.W., we couldn't have done it without you!"
1,D.W. Thinks Big (episode)/Transcript,49,All:,)
1,D.W. Thinks Big (episode)/Transcript,49,D.W.:,"If you lose anything, just call me!! )"
1,Arthur Cleans Up/Transcript,50,Arthur:,Sometimes my dad gets excited about some pretty weird stuff.
1,Arthur Cleans Up/Transcript,50,Arthur ):,Like the father-son fishermen's sunrise breakfast.
1,Arthur Cleans Up/Transcript,50,Arthur:,)
1,Arthur Cleans Up/Transcript,50,Mr. Read:,"Remember, Arthur, it's all you can eat, so don't stop till you're full!"
1,Arthur Cleans Up/Transcript,50,Arthur:,I'm full.
1,Arthur Cleans Up/Transcript,50,Arthur:,That wasn't the only thing. My dad is always getting me into really strange activities. Like the Dental Hygiene Choir.
1,Arthur Cleans Up/Transcript,50,Kids:,"“Floss, floss, floss your teeth / Make your mouth feel clean / Gargle and spit, gargle and spit...”"
1,Arthur Cleans Up/Transcript,50,Audience:,)
1,Arthur Cleans Up/Transcript,50,Arthur:,“...to prevent gingivitis and other forms of periodontal disease!”
1,Arthur Cleans Up/Transcript,50,Arthur:,"It gets worse. Because after that, I was trapped in... the Clean-Up Brigade."
1,Arthur Cleans Up/Transcript,50,Molly:,I'm not a wuss! You're the wuss!
1,Arthur Cleans Up/Transcript,50,Rattles:,"No, you are!"
1,Arthur Cleans Up/Transcript,50,Arthur:,I got it!
1,Arthur Cleans Up/Transcript,50,Sue Ellen:,"Now, extend your arms slowly and feel the power of the chi."
1,Arthur Cleans Up/Transcript,50,Arthur:,I got it!
1,Arthur Cleans Up/Transcript,50,Buster:,Arthur! Stooop!
1,Arthur Cleans Up/Transcript,50,Arthur:,It's not that deep. We could get it.
1,Arthur Cleans Up/Transcript,50,Buster:,Pee-yew! I'm not going into that toxic waste pit!
1,Arthur Cleans Up/Transcript,50,Buster:,This park is so gross.
1,Arthur Cleans Up/Transcript,50,Arthur:,Whatever happened to using trash cans? Some people are such slobs.
1,Arthur Cleans Up/Transcript,50,Arthur:,"I mean, the whole world's getting disgusting. The ocean is full of oil, people are throwing garbage all over their own park. It makes me want to do something about it!"
1,Arthur Cleans Up/Transcript,50,Buster:,"You mean, like go clean it up ourselves or something?"
1,Arthur Cleans Up/Transcript,50,Arthur:,"Well, maybe not us, exactly..."
1,Arthur Cleans Up/Transcript,50,Mr. Read:,That is a fantastic idea!
1,Arthur Cleans Up/Transcript,50,Arthur:,It is?
1,Arthur Cleans Up/Transcript,50,Mr. Read:,"If adults could see that kids cared about the park, maybe they would care about it too."
1,Arthur Cleans Up/Transcript,50,Arthur:,"But, Dad! Have you seen the park?! It would take an army of kids to clean up that mess!"
1,Arthur Cleans Up/Transcript,50,Mr. Read:,An army? Good idea! You could call it ‘The Kids' Clean-Up Brigade’.
1,Arthur Cleans Up/Transcript,50,Buster:,"Yeah. Well, see you tomorrow, Arthur! Bye, Mr. Read!"
1,Arthur Cleans Up/Transcript,50,Arthur:,Huh?
1,Arthur Cleans Up/Transcript,50,Mr. Read:,Arthur? I think your idea for a Kids' Clean-Up Brigade is terrific.
1,Arthur Cleans Up/Transcript,50,Mr. Read:,I'm going to call the other parents and get them to sign up their kids.
1,Arthur Cleans Up/Transcript,50,Arthur:,But...
1,Arthur Cleans Up/Transcript,50,Mr. Read:,"Hello, Bitzi? David Read here. Arthur just came up with a great idea."
1,Arthur Cleans Up/Transcript,50,Arthur:,)
1,Arthur Cleans Up/Transcript,50,Buster:,"So now my mom's after me to join this clean-up brigade, too. Why'd you start this thing, anyway?"
1,Arthur Cleans Up/Transcript,50,Arthur:,"It was my dad! Buster, you were there!"
1,Arthur Cleans Up/Transcript,50,Sue Ellen:,Arthur! We need to have a little talk!
1,Arthur Cleans Up/Transcript,50,Arthur:,What about?
1,Arthur Cleans Up/Transcript,50,Sue Ellen:,My mother signed me up for something called the Clean-Up Brigade which she says was your idea.
1,Arthur Cleans Up/Transcript,50,Arthur:,"No, it wasn't! See, my dad..."
1,Arthur Cleans Up/Transcript,50,Sue Ellen:,"If you think I'm gonna give up Wednesday afternoon karate to pick up trash, you're nuts!"
1,Arthur Cleans Up/Transcript,50,Karate Student:,Whoaa!
1,Arthur Cleans Up/Transcript,50,Muffy:,"Arthur! We have got to have a talk! If you think I'm gonna touch other people's garbage, just forget about it! Just the thought is vomitrocious! Home, Bailey!"
1,Arthur Cleans Up/Transcript,50,Molly:,Look! It's Clean-Up Boy!
1,Arthur Cleans Up/Transcript,50,Rattles:,"Well, if it isn't Captain Clean-Up, son of the blue flush!"
1,Arthur Cleans Up/Transcript,50,Molly:,"Better clean up your shirt, Clean-Up Boy. You got a stain on it!"
1,Arthur Cleans Up/Transcript,50,Tough Customers:,) Made you look!
1,Arthur Cleans Up/Transcript,50,Buster:,"Well, that wasn't too bad. She could have really humiliated you!"
1,Arthur Cleans Up/Transcript,50,Francine:,Psst! Arthur!
1,Arthur Cleans Up/Transcript,50,Arthur:,Francine?
1,Arthur Cleans Up/Transcript,50,Francine:,I have to talk to you. It's this clean-up thing.
1,Arthur Cleans Up/Transcript,50,Arthur:,"I know, I know, you don't want to do it. I'm sorry. It was my dad's idea. Please don't you yell at me too."
1,Arthur Cleans Up/Transcript,50,Francine:,"No, no, I wanted to warn you about..."
1,Arthur Cleans Up/Transcript,50,Francine:,...my dad.
1,Arthur Cleans Up/Transcript,50,Arthur:,"Uh...thanks, Mr. Frensky."
1,Arthur Cleans Up/Transcript,50,Arthur:,But I...
1,Arthur Cleans Up/Transcript,50,Francine:,My Dad can be a bit too... enthusiastic?
1,Arthur Cleans Up/Transcript,50,Arthur:,) I have exactly the same problem.
1,Arthur Cleans Up/Transcript,50,Prunella+Francine:,Yeah!
1,Arthur Cleans Up/Transcript,50,Arthur:,Play you guys one more?
1,Arthur Cleans Up/Transcript,50,Francine:,"Arthur, are you crazy? You've been saying that all day! Even I'm getting tired."
1,Arthur Cleans Up/Transcript,50,Arthur:,"Come on, it'll be..."
1,Arthur Cleans Up/Transcript,50,Arthur:,Aw...
1,Arthur Cleans Up/Transcript,50,Arthur:,"Hi, Mr. Frensky."
1,Arthur Cleans Up/Transcript,50,Mr. Frensky:,I thought we'd head over to Sanitation Central first. I think you'll find it fascinating!
1,Arthur Cleans Up/Transcript,50,Arthur:,Sure.
1,Arthur Cleans Up/Transcript,50,Mr. Frensky:,"This place is like our nerve center. Our war room. Action, power - it all happens right here."
1,Arthur Cleans Up/Transcript,50,Arthur:,It doesn't seem very... um... active.
1,Arthur Cleans Up/Transcript,50,Arthur:,Wow!
1,Arthur Cleans Up/Transcript,50,Mr. Frensky:,"Afternoon, Alisha! How's she running?"
1,Arthur Cleans Up/Transcript,50,Alisha:,Paper recycling's at 70% of capacity. Plant B flow is at five million gallons and hour. A lady on Elm Street has a big pile of stinky fish bones in her backyard. She says it's fertilizer.
1,Arthur Cleans Up/Transcript,50,Mr. Frensky:,"Keep me posted! Before we tackle any major project, Matt here designs a computer simulation. I asked him to work something up for your World's End Park idea."
1,Arthur Cleans Up/Transcript,50,Matt:,Would you like to give it a try?
1,Arthur Cleans Up/Transcript,50,Matt:,"It all depends on how many kids join your Clean-Up Brigade. If only one kid joins, garbage will keep building up."
1,Arthur Cleans Up/Transcript,50,Matt:,But see what happens if you get more kids to join.
1,Arthur Cleans Up/Transcript,50,Arthur:,Wow! Is that really how it'll work?
1,Arthur Cleans Up/Transcript,50,Matt:,"Well, there are a few variables but, yeah, provided you get the equipment."
1,Arthur Cleans Up/Transcript,50,Mr. Frensky:,"Which reminds me, Matt. Do we have any spare uniforms?"
1,Arthur Cleans Up/Transcript,50,Arthur:,"Oh no, I don't need a..."
1,Arthur Cleans Up/Transcript,50,Arthur:,What's it called?
1,Arthur Cleans Up/Transcript,50,Arthur:,Oh.
1,Arthur Cleans Up/Transcript,50,Arthur:,"I, um..."
1,Arthur Cleans Up/Transcript,50,Arthur:,If there are any volunteers.
1,Arthur Cleans Up/Transcript,50,Arthur:,Here goes nothing.
1,Arthur Cleans Up/Transcript,50,Mrs. Read:,"We're very proud of you, Arthur."
1,Arthur Cleans Up/Transcript,50,Arthur:,Is Buster here? It's Arthur. We're supposed to go to the Clean-Up Brigade.
1,Arthur Cleans Up/Transcript,50,Mrs. Baxter:,"No, Buster's not home right now, I'm afraid."
1,Arthur Cleans Up/Transcript,50,Arthur:,It figures.
1,Arthur Cleans Up/Transcript,50,Muffy:,)
1,Arthur Cleans Up/Transcript,50,Francine ):,"I'm sorry, Arthur, I have homework."
1,Arthur Cleans Up/Transcript,50,Arthur:,I can't believe this.
1,Arthur Cleans Up/Transcript,50,Francine:,"Why don't you just forget about it, Arthur. You'll never get the park cleaned up all by yourself. It's impossible."
1,Arthur Cleans Up/Transcript,50,Boy:,"Hey, Mom! Where should I put this trash?"
1,Arthur Cleans Up/Transcript,50,Mom:,Hurry up! Let's go!
1,Arthur Cleans Up/Transcript,50,Arthur:,This is impossible!
1,Arthur Cleans Up/Transcript,50,Pal:,)
1,Arthur Cleans Up/Transcript,50,Arthur:,"Well, at least I can tell Dad we tried."
1,Arthur Cleans Up/Transcript,50,Molly:,"Hey, Clean-Up Boy! Nice outfit!"
1,Arthur Cleans Up/Transcript,50,Rattles:,We thought you might need some trash to clean up.
1,Arthur Cleans Up/Transcript,50,Molly:,"What's the matter, Captain Clean-Up? Aren't you gonna pick it up?"
1,Arthur Cleans Up/Transcript,50,Arthur:,Aw...
1,Arthur Cleans Up/Transcript,50,Rattles:,"You're not just gonna leave that litter on the ground, are you, Clean-up Boy? That's not doing your job!"
1,Arthur Cleans Up/Transcript,50,Molly:,)
1,Arthur Cleans Up/Transcript,50,Binky:,"Come on, guys, leave him alone!"
1,Arthur Cleans Up/Transcript,50,Alfonz:,What's going on over there?
1,Arthur Cleans Up/Transcript,50,Boy:,Don't get involved.
1,Arthur Cleans Up/Transcript,50,Arthur:,"You clean it up! I'm going home! Come on, Pal! He notices that Pal is eating the wrappers. Pal!"
1,Arthur Cleans Up/Transcript,50,Pal:,)
1,Arthur Cleans Up/Transcript,50,Arthur:,) The Tough Customers look worried. Help! Somebody help! My dog's choking!
1,Arthur Cleans Up/Transcript,50,Arthur:,Pal!
1,Arthur Cleans Up/Transcript,50,Binky:,Thank goodness!
1,Arthur Cleans Up/Transcript,50,Alfonz:,"Ah, I knew there had to be some reason I went to medical school."
1,Arthur Cleans Up/Transcript,50,Molly:,"Well, guess we'll get going now."
1,Arthur Cleans Up/Transcript,50,Arthur:,"Stop! They stop. You guys almost killed my dog with your trash. Enough's enough. The Tough Customers look embarrassed. Now, who's gonna help me clean up this park?"
1,Arthur Cleans Up/Transcript,50,Molly:,What??
1,Arthur Cleans Up/Transcript,50,Arthur:,"It's impossible to clean this park by myself. Now who's gonna help? The Tough Customers look foolish. No hands? Well, then I'll give you your assignments. Molly, you start over there!"
1,Arthur Cleans Up/Transcript,50,Molly:,But...
1,Arthur Cleans Up/Transcript,50,Pal:,)
1,Arthur Cleans Up/Transcript,50,Molly:,"All right, all right. Don't have kittens!"
1,Arthur Cleans Up/Transcript,50,Arthur:,Now you two! Let's see what we can do about those papers!
1,Arthur Cleans Up/Transcript,50,Arthur:,"Well. Yeah, I guess they are."
1,Arthur Cleans Up/Transcript,50,Arthur:,Me too. But it turns out she...
1,Arthur Cleans Up/Transcript,50,Francine:,"Arthur! Dad! Sorry I'm late. I had to track down everyone. I was afraid you wouldn't have enough volunteers. Muffy, Buster and Sue Ellen ) come on foot. Arthur, I'm sorry I tried to get out of helping you. I guess I... What the...?!"
1,Arthur Cleans Up/Transcript,50,Francine:,But... how did you...? How did they...?
1,Arthur Cleans Up/Transcript,50,Arthur:,These guys showed me how important it was to keep the park clean.
1,Arthur Cleans Up/Transcript,50,Binky:,"Yeah, somebody could choke if they tried to eat this garbage!"
1,Arthur Cleans Up/Transcript,50,Arthur:,") Right, Binky. Pointy stick?"
1,Arthur Cleans Up/Transcript,50,Francine:,Hey! This is kind of fun!
1,Arthur Cleans Up/Transcript,50,Buster:,Arthur! I think I've found a frisbee!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Read:,)
1,"My Dad, the Garbage Man/Transcript",51,Arthur:,"Do you ever wonder what the most perfect kind of dad would be like? I mean, I like my dad just fine, but what if he was..."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Read:,Ready?
1,"My Dad, the Garbage Man/Transcript",51,Arthur ):,...a drag racer?!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Read:,Over here!
1,"My Dad, the Garbage Man/Transcript",51,Arthur ):,Or what if he was... Mr. Read transforms into a digging machine. ...a Transformer?
1,"My Dad, the Garbage Man/Transcript",51,Arthur:,"A quarter? Thanks, Dad."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Read:,") No problem, son."
1,"My Dad, the Garbage Man/Transcript",51,Arthur ):,Or you could have a dad like Francine's. He's pretty cool just the way he is.
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,That's right. Keep your eyes on me. Bring your arm forward... She throws. and let it fly. He catches and she tackles him. Oh!
1,"My Dad, the Garbage Man/Transcript",51,Francine+Mr. Frensky:,)
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Dad, do they let girls play professional football?"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"If they don't, we'll just make ‘em. Ready for your golf lesson?"
1,"My Dad, the Garbage Man/Transcript",51,Francine:,Yeah!
1,"My Dad, the Garbage Man/Transcript",51,Arthur:,)
1,"My Dad, the Garbage Man/Transcript",51,Mr. Ratburn:,I have some good news.
1,"My Dad, the Garbage Man/Transcript",51,Class:,)
1,"My Dad, the Garbage Man/Transcript",51,Mr. Ratburn:,"As you know, we've been spending the last several weeks studying careers."
1,"My Dad, the Garbage Man/Transcript",51,Buster:,We have?
1,"My Dad, the Garbage Man/Transcript",51,Mr. Ratburn:,"So I'm pleased to announce that several of your parents--Muffy's father, Brain's mother and... oh yes... Francine's father--have volunteered to show us around their places of work. Which means in short..."
1,"My Dad, the Garbage Man/Transcript",51,Binky:,Field trip!!
1,"My Dad, the Garbage Man/Transcript",51,Class:,)
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,A field trip with Dad?? Are you out of your mind?!
1,"My Dad, the Garbage Man/Transcript",51,Francine:,What's wrong with that?
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,Francine. Don't you realize what this means?? Have you no pride??
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Way to go, Dad!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,Come on down! You're missing all the fun!
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,Do you really want your friends to know that our father is their... ) garbage man?!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,Catch!
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,"Dad, when are you going to get a real job?"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"A real job? You mean, where I'd have to carry a briefcase and go to meetings and not get home till seven o’clock and be too tired to play with you?"
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,"Yeah, and wear a suit and tie."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,") I can't do it, Catherine. I can't ever have a real job, because... I don't know how to tie a tie! No one ever showed me how!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frenksy+Francine:,)
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,Very funny.
1,"My Dad, the Garbage Man/Transcript",51,Secretary:,") A female secretary looks in. They're here, Mr. Crosswire."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Crosswire:,"Welcome to Crosswire Motors! He points at a four-piece marching band who starts playing. He claps his hands and they stop. Welcome to Crosswire Motors! I'm honored... The band starts again. He gives them a dark look. ...deeply honored by this opportunity to share my life's work with you! The marching band’s violinist plays a mournful tune. It takes lots of hard work, it takes commitment, it means staying open every night till ten, Sundays and holidays included, no matter what the sacrifice."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Crosswire:,"Okay, kids, stay close. Don't touch the merchandise, and if you get too excited, just put your head between your knees and breathe deeply."
1,"My Dad, the Garbage Man/Transcript",51,Buster:,Can't be done.
1,"My Dad, the Garbage Man/Transcript",51,Mr. Crosswire:,"First stop, the sales room! The busy hub of the auto universe. The very heart and soul of the operation!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Crosswire:,"Next is the strategy room. This is where we labor to understand the people we serve. The people on whose behalf we strive. You, the customer. People are having a discussion inside the room. Let's listen in."
1,"My Dad, the Garbage Man/Transcript",51,Employee:,"So what if the engine falls out? Once they're off the lot, it's their problem!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Crosswire:,"And now the piece de resistance - that's French, you know. As a special treat, I've arranged for you... to test-drive these top-of-the-line vehicles in the parking lot!"
1,"My Dad, the Garbage Man/Transcript",51,Class:,)
1,"My Dad, the Garbage Man/Transcript",51,Class:,Aww.
1,"My Dad, the Garbage Man/Transcript",51,Mr. Crosswire:,"Well, kids, save those pennies. And remember, Crosswire Motors is here for you!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Ratburn:,"Next stop, the Brain's mom at the ice-cream shop. We'll be visiting Francine's father tomorrow."
1,"My Dad, the Garbage Man/Transcript",51,Sue Ellen:,"What does your dad do, anyway?"
1,"My Dad, the Garbage Man/Transcript",51,Muffy:,Ugh! Pee-yoo!
1,"My Dad, the Garbage Man/Transcript",51,Buster:,Pee-yoo!
1,"My Dad, the Garbage Man/Transcript",51,Muffy:,Baa!
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"My dad?! He, er, sort of, um... Hey, guess what, everyone, I can spit my gum in the air and catch it!"
1,"My Dad, the Garbage Man/Transcript",51,Kids:,)
1,"My Dad, the Garbage Man/Transcript",51,Muffy:,"You're such a child, Francine!"
1,"My Dad, the Garbage Man/Transcript",51,Sue Ellen:,)
1,"My Dad, the Garbage Man/Transcript",51,Mrs. Powers:,Welcome to my ice-cream invention room.
1,"My Dad, the Garbage Man/Transcript",51,Sue Ellen:,What are all these tubes and things?
1,"My Dad, the Garbage Man/Transcript",51,Mrs. Powers:,"Well, they're what we use to make ice cream. Let's see. Here's candy... and chocolate. And now, in honor of your teacher... Mr. Ratburn bows. I propose that we combine all your favorite flavors into a brand-new ice cream, hereafter known as Rocky Ratburn."
1,"My Dad, the Garbage Man/Transcript",51,Buster:,"Pizza... Francine gets one out of a box and throws it in the tub. Bananas... Arthur gets them. Okay, everyone, stand back!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Ratburn:,"Er, very...unusual. Thank you, Buster, you may have the rest. Don't forget, everyone, tomorrow we take the bus to where Francine's father works. Eight a.m. sharp."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"You thought inventing ice cream was fun? Well, get a load of this! Free disgusting garbage!"
1,"My Dad, the Garbage Man/Transcript",51,Kids:,)
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"And now, let's hike through a pit of trash. Take off your shoes, kids, so you can squish the rotten cheese between your toes. And afterwards, we can hike through the diaper section."
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Mom, do you think you could get Dad to cancel the field trip?"
1,"My Dad, the Garbage Man/Transcript",51,Mrs. Frensky:,Why would I want to do that?
1,"My Dad, the Garbage Man/Transcript",51,Francine:,You know. So people don't find out what he does!
1,"My Dad, the Garbage Man/Transcript",51,Mrs. Frensky:,Sounds like you've been talking to Catherine.
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Well, why does he have to have such a stupid job? Why can't he do something exciting like everyone else."
1,"My Dad, the Garbage Man/Transcript",51,Mrs. Frensky:,"Francine, don't you think this is something you should discuss with your father?"
1,"My Dad, the Garbage Man/Transcript",51,Francine:,I knew you'd say that.
1,"My Dad, the Garbage Man/Transcript",51,Francine:,Dad?
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"Hey, just in time! Look what I found at the dump!"
1,"My Dad, the Garbage Man/Transcript",51,Mrs. Frensky:,Oliver!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,Just think! You can practice your swing and annoy your mother at the same time. Did you want something?
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Oh, nothing. Thanks, dad."
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,)
1,"My Dad, the Garbage Man/Transcript",51,Francine:,I couldn't do it. I couldn't tell him!
1,"My Dad, the Garbage Man/Transcript",51,Catherine:,"Well, you'd better think of something. I'm warning you, Francine, you'll never live this down!"
1,"My Dad, the Garbage Man/Transcript",51,Francine:,I’ve got it!
1,"My Dad, the Garbage Man/Transcript",51,Buster:,"So, what's the big secret? Where are we going?"
1,"My Dad, the Garbage Man/Transcript",51,Buster:,"Hey, we’re at the dump! Is your dad a garbage man?"
1,"My Dad, the Garbage Man/Transcript",51,Francine:,Can you keep a secret?
1,"My Dad, the Garbage Man/Transcript",51,Arthur:,What is it?!
1,"My Dad, the Garbage Man/Transcript",51,Buster:,I can keep a secret.
1,"My Dad, the Garbage Man/Transcript",51,Francine:,My dad works for a very secret organization. It's so secret he can't even say it to me.
1,"My Dad, the Garbage Man/Transcript",51,Buster:,The FBI?!
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Shhh. He just pretends to be a garbage man. It's his cover. So, whatever you do, don't blow it or... Crrch!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,Hello! I'm Francine's dad. Nice to meet you.
1,"My Dad, the Garbage Man/Transcript",51,Muffy:,"This place is disgusting! If I ruin these shoes, ugh, I'm suing!"
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"What a bunch of long faces! No, don't tell me, I know what you're thinking - you're honored and amazed to meet a real live garbage man!"
1,"My Dad, the Garbage Man/Transcript",51,Sue Ellen:,It smells here.
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"You're right. Fantastic, isn't it? Earth and compost and fuel and smoke! ) Ah... But that's not even the best thing about working in a dump. The absolute number one best thing of all is..."
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,...you get to drive a bulldozer! He moves some trash. Any questions?
1,"My Dad, the Garbage Man/Transcript",51,Buster:,Is it true you're with the FBI?
1,"My Dad, the Garbage Man/Transcript",51,Arthur:,Buster!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"Not that I know of. I am, however, a proud member of F.O.S.E.!"
1,"My Dad, the Garbage Man/Transcript",51,Buster:,Federal Office of Spy...Experts?
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,Fraternal Order of Sanitation Engineers.
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,The second great thing about working at a dump is getting to crush stuff into little pieces! Ready...set...go!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"But the really wonderful thing about the dump is all that great stuff you can do with garbage! Just imagine! One day, we may even build beautiful cities and roads from compacted trash."
1,"My Dad, the Garbage Man/Transcript",51,Muffy:,Yuck!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,But in the meantime...
1,"My Dad, the Garbage Man/Transcript",51,Kids:,Wow!
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"All this is made from stuff I found at the dump. Just goes to show you what you can do with a little imagination and a lot of trash. Well, what are you waiting for?"
1,"My Dad, the Garbage Man/Transcript",51,Kids:,)
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,"So, the secret is out. Think Catherine will ever forgive me?"
1,"My Dad, the Garbage Man/Transcript",51,Francine:,I think we shouldn't tell her.
1,"My Dad, the Garbage Man/Transcript",51,Mr. Frensky:,Maybe I should do like she says and get one of those jobs that comes with a tie and a briefcase.
1,"My Dad, the Garbage Man/Transcript",51,Sue Ellen:,) She runs back as Mr. Frensky picks up Arthur. Your dad's the best!
1,"My Dad, the Garbage Man/Transcript",51,Buster:,No kidding. Is he really with the FBI?
1,"My Dad, the Garbage Man/Transcript",51,Francine:,"Well, no, he's really a... garbage man."
1,"My Dad, the Garbage Man/Transcript",51,Buster:,Cool!
1,Poor Muffy/Transcript,52,Arthur:,") Oh... He stumbles over a toy lying on the ground. You know, sometimes I wonder if life would be easier if I lived with a different family? Like, if I had the Brain's parents?"
1,Poor Muffy/Transcript,52,Arthur:,Wow! A new species of mushroom!
1,Poor Muffy/Transcript,52,Mr. Powers:,Son! What are you doing?
1,Poor Muffy/Transcript,52,Arthur:,Ow!
1,Poor Muffy/Transcript,52,Mr. Powers:,"I told you, let the robot clean up! He pushes a button on a remote control and a robot starts cleaning up the room. Now you have more time for homework."
1,Poor Muffy/Transcript,52,Arthur:,Great.
1,Poor Muffy/Transcript,52,Arthur:,"Well, maybe that wouldn't be so great. But what if I lived with Binky's family?"
1,Poor Muffy/Transcript,52,Binky:,)
1,Poor Muffy/Transcript,52,Arthur:,"Get out of here, Binky! I gotta clean the room!"
1,Poor Muffy/Transcript,52,Binky:,How come you're cleaning the room?
1,Poor Muffy/Transcript,52,Arthur:,I dibsed it first!
1,Poor Muffy/Transcript,52,Binky:,You did not!
1,Poor Muffy/Transcript,52,Arthur:,Sure did!
1,Poor Muffy/Transcript,52,Binky:,Sure did not!
1,Poor Muffy/Transcript,52,Arthur:,"Alright, alright! If you really want, I guess you can clean it this one time!"
1,Poor Muffy/Transcript,52,Binky:,) Arthur stops at the door and grins while Binky starts cleaning the room. Loser!
1,Poor Muffy/Transcript,52,Arthur:,"But I guess living here's okay for now. Stop! D.W., don't!"
1,Poor Muffy/Transcript,52,D.W.:,Oo!
1,Poor Muffy/Transcript,52,Arthur:,Great! Now I have to clean up again!
1,Poor Muffy/Transcript,52,D.W.:,)
1,Poor Muffy/Transcript,52,Muffy:,I'll be the hostess for the tea party and you Mr. Fuzz will be... Atchoo!
1,Poor Muffy/Transcript,52,Francine:,"Bless you. More tea, Mr. Fuzz?"
1,Poor Muffy/Transcript,52,Muffy:,Want some hot chocolate? It's Mr. Fuzz's favorite. A-A...
1,Poor Muffy/Transcript,52,Francine:,Not on the cakes!
1,Poor Muffy/Transcript,52,Muffy:,A-A...
1,Poor Muffy/Transcript,52,Francine:,Not on me!
1,Poor Muffy/Transcript,52,Muffy:,A-A...
1,Poor Muffy/Transcript,52,Francine:,No!
1,Poor Muffy/Transcript,52,Muffy:,A-A-A... Her hamster runs in its wheel and tries to escape. )... Woo. She walks to the window. Birds duck into their nest. A-A... False alarm!
1,Poor Muffy/Transcript,52,Francine:,"Muffy, do you think you have..."
1,Poor Muffy/Transcript,52,Muffy:,Atchoo!
1,Poor Muffy/Transcript,52,Francine:,...allergies?
1,Poor Muffy/Transcript,52,Muffy:,No. Her mother holds some bank notes under her nose. Money? She takes the money.
1,Poor Muffy/Transcript,52,Mrs. Crosswire:,"No, honey, sniff it. See if you're allergic."
1,Poor Muffy/Transcript,52,Mr. Crosswire:,"Not funny, Millicent! No Crosswire was ever allergic to money."
1,Poor Muffy/Transcript,52,Mrs. Crosswire:,"Well, it has to be something in this house!"
1,Poor Muffy/Transcript,52,Francine:,) I think I know what it is!
1,Poor Muffy/Transcript,52,Mr. Crosswire:,"It's gonna be a couple of days before they can get all that carpet pulled up, but I got us a room at the Elwood Arms."
